日期,品类,流量来源,访客数,浏览量,平均停留时长(秒),跳失率,加购人数,支付买家数,支付转化率,支付订单数,支付金额,支付件数,退款订单数,退款金额,客单价,件单价
2025-07-06,食品,付费推广,637,2191,107.9,0.3267,109,33,0.0518,137,8020.2,193,4,208.29,58.54,41.56
2025-07-06,食品,推荐,532,1539,112.4,0.424,90,21,0.0395,137,8020.2,193,4,208.29,58.54,41.56
2025-07-06,食品,直接访问,273,743,54.3,0.3128,34,11,0.0403,137,8020.2,193,4,208.29,58.54,41.56
2025-07-06,食品,直播,385,1195,108.3,0.3181,64,20,0.0519,137,8020.2,193,4,208.29,58.54,41.56
2025-07-06,食品,自然搜索,765,2015,60.2,0.3084,98,31,0.0405,137,8020.2,193,4,208.29,58.54,41.56
2025-07-07,服装,付费推广,483,1137,52.2,0.4173,79,15,0.0311,57,9409.53,77,3,485.97,165.08,122.2
2025-07-07,服装,推荐,430,1425,69.6,0.3133,59,14,0.0326,57,9409.53,77,3,485.97,165.08,122.2
2025-07-07,服装,直接访问,226,619,66.2,0.5253,31,6,0.0265,57,9409.53,77,3,485.97,165.08,122.2
2025-07-07,服装,直播,348,945,104.6,0.496,59,12,0.0345,57,9409.53,77,3,485.97,165.08,122.2
2025-07-07,服装,自然搜索,706,1766,82.2,0.3099,119,23,0.0326,57,9409.53,77,3,485.97,165.08,122.2
2025-07-07,电子,付费推广,367,913,61.7,0.3657,53,8,0.0218,34,11304.66,47,1,315.71,332.49,240.52
2025-07-07,电子,推荐,260,779,67.5,0.5227,31,5,0.0192,34,11304.66,47,1,315.71,332.49,240.52
2025-07-07,电子,直接访问,147,337,84.5,0.5117,27,3,0.0204,34,11304.66,47,1,315.71,332.49,240.52
2025-07-07,电子,直播,192,598,56.6,0.3429,30,3,0.0156,34,11304.66,47,1,315.71,332.49,240.52
2025-07-07,电子,自然搜索,396,1371,118.7,0.3844,67,9,0.0227,34,11304.66,47,1,315.71,332.49,240.52
2025-07-07,美妆,付费推广,817,1946,93.4,0.358,147,33,0.0404,124,17170.38,158,4,461.3,138.47,108.67
2025-07-07,美妆,推荐,651,1779,104.3,0.4317,101,20,0.0307,124,17170.38,158,4,461.3,138.47,108.67
2025-07-07,美妆,直接访问,290,735,90.8,0.3575,35,14,0.0483,124,17170.38,158,4,461.3,138.47,108.67
2025-07-07,美妆,直播,406,1292,106.7,0.4151,80,13,0.032,124,17170.38,158,4,461.3,138.47,108.67
2025-07-07,美妆,自然搜索,876,2944,89.4,0.3249,125,37,0.0422,124,17170.38,158,4,461.3,138.47,108.67
2025-07-07,食品,付费推广,670,2027,54.0,0.5446,104,29,0.0433,128,7654.5,171,9,472.81,59.8,44.76
2025-07-07,食品,推荐,516,1615,65.5,0.3404,71,28,0.0543,128,7654.5,171,9,472.81,59.8,44.76
2025-07-07,食品,直接访问,246,812,76.8,0.4473,45,11,0.0447,128,7654.5,171,9,472.81,59.8,44.76
2025-07-07,食品,直播,385,1125,84.8,0.308,66,17,0.0442,128,7654.5,171,9,472.81,59.8,44.76
2025-07-07,食品,自然搜索,785,2494,112.6,0.5341,125,34,0.0433,128,7654.5,171,9,472.81,59.8,44.76
2025-07-08,服装,付费推广,529,1552,81.1,0.4472,100,14,0.0265,61,9900.91,74,4,578.25,162.31,133.8
2025-07-08,服装,推荐,463,1148,104.0,0.5188,56,13,0.0281,61,9900.91,74,4,578.25,162.31,133.8
2025-07-08,服装,直接访问,218,532,83.3,0.5386,31,6,0.0275,61,9900.91,74,4,578.25,162.31,133.8
2025-07-08,服装,直播,297,654,99.3,0.3248,41,8,0.0269,61,9900.91,74,4,578.25,162.31,133.8
2025-07-08,服装,自然搜索,651,1755,80.2,0.4347,126,20,0.0307,61,9900.91,74,4,578.25,162.31,133.8
2025-07-08,电子,付费推广,369,911,65.4,0.3921,66,10,0.0271,33,10552.36,51,1,268.01,319.77,206.91
2025-07-08,电子,推荐,280,824,65.0,0.3185,54,6,0.0214,33,10552.36,51,1,268.01,319.77,206.91
2025-07-08,电子,直接访问,158,521,97.6,0.5342,31,3,0.019,33,10552.36,51,1,268.01,319.77,206.91
2025-07-08,电子,直播,214,737,102.9,0.4877,33,5,0.0234,33,10552.36,51,1,268.01,319.77,206.91
2025-07-08,电子,自然搜索,451,1521,95.8,0.5095,88,9,0.02,33,10552.36,51,1,268.01,319.77,206.91
2025-07-08,美妆,付费推广,942,2216,115.0,0.4476,145,40,0.0425,105,14466.4,141,6,765.85,137.78,102.6
2025-07-08,美妆,推荐,744,2581,83.1,0.4385,148,28,0.0376,105,14466.4,141,6,765.85,137.78,102.6
2025-07-08,美妆,直接访问,346,905,112.7,0.5007,43,15,0.0434,105,14466.4,141,6,765.85,137.78,102.6
2025-07-08,美妆,直播,530,1748,74.8,0.5265,76,22,0.0415,105,14466.4,141,6,765.85,137.78,102.6
2025-07-08,美妆,自然搜索,1085,3106,110.1,0.3774,139,50,0.0461,105,14466.4,141,6,765.85,137.78,102.6
2025-07-08,食品,付费推广,677,2025,64.6,0.4653,91,32,0.0473,120,6728.96,191,6,309.22,56.07,35.23
2025-07-08,食品,推荐,563,1874,74.4,0.3974,73,31,0.0551,120,6728.96,191,6,309.22,56.07,35.23
2025-07-08,食品,直接访问,268,913,59.4,0.3432,50,13,0.0485,120,6728.96,191,6,309.22,56.07,35.23
2025-07-08,食品,直播,435,1185,95.4,0.5178,59,19,0.0437,120,6728.96,191,6,309.22,56.07,35.23
2025-07-08,食品,自然搜索,825,2253,110.2,0.475,115,37,0.0448,120,6728.96,191,6,309.22,56.07,35.23
2025-07-09,服装,付费推广,519,1202,92.5,0.3384,88,13,0.025,55,9233.18,72,2,316.89,167.88,128.24
2025-07-09,服装,推荐,365,1034,113.1,0.5289,65,12,0.0329,55,9233.18,72,2,316.89,167.88,128.24
2025-07-09,服装,直接访问,199,496,76.9,0.3354,24,5,0.0251,55,9233.18,72,2,316.89,167.88,128.24
2025-07-09,服装,直播,267,803,68.6,0.5088,34,8,0.03,55,9233.18,72,2,316.89,167.88,128.24
2025-07-09,服装,自然搜索,593,2002,90.9,0.4678,108,17,0.0287,55,9233.18,72,2,316.89,167.88,128.24
2025-07-09,电子,付费推广,343,939,62.6,0.4657,67,7,0.0204,33,9809.27,41,2,485.45,297.25,239.25
2025-07-09,电子,推荐,272,787,100.3,0.5359,50,5,0.0184,33,9809.27,41,2,485.45,297.25,239.25
2025-07-09,电子,直接访问,146,499,92.0,0.5442,23,3,0.0205,33,9809.27,41,2,485.45,297.25,239.25
2025-07-09,电子,直播,219,553,108.4,0.4905,31,5,0.0228,33,9809.27,41,2,485.45,297.25,239.25
2025-07-09,电子,自然搜索,410,1361,51.6,0.4524,77,10,0.0244,33,9809.27,41,2,485.45,297.25,239.25
2025-07-09,美妆,付费推广,726,1967,95.3,0.5382,113,29,0.0399,110,15431.32,160,7,826.14,140.28,96.45
2025-07-09,美妆,推荐,579,1895,75.4,0.4835,104,24,0.0415,110,15431.32,160,7,826.14,140.28,96.45
2025-07-09,美妆,直接访问,256,825,70.5,0.4639,41,9,0.0352,110,15431.32,160,7,826.14,140.28,96.45
2025-07-09,美妆,直播,442,995,82.9,0.3786,64,19,0.043,110,15431.32,160,7,826.14,140.28,96.45
2025-07-09,美妆,自然搜索,888,3103,76.7,0.4545,129,34,0.0383,110,15431.32,160,7,826.14,140.28,96.45
2025-07-09,食品,付费推广,567,1803,76.0,0.4586,77,31,0.0547,130,7895.25,165,9,483.05,60.73,47.85
2025-07-09,食品,推荐,482,1546,89.4,0.3406,84,20,0.0415,130,7895.25,165,9,483.05,60.73,47.85
2025-07-09,食品,直接访问,217,731,119.0,0.4918,37,9,0.0415,130,7895.25,165,9,483.05,60.73,47.85
2025-07-09,食品,直播,305,957,77.9,0.412,56,14,0.0459,130,7895.25,165,9,483.05,60.73,47.85
2025-07-09,食品,自然搜索,613,1694,111.4,0.5321,101,31,0.0506,130,7895.25,165,9,483.05,60.73,47.85
2025-07-10,服装,付费推广,479,1426,78.2,0.319,65,13,0.0271,54,8664.44,69,1,128.94,160.45,125.57
2025-07-10,服装,推荐,392,1153,102.2,0.3318,53,9,0.023,54,8664.44,69,1,128.94,160.45,125.57
2025-07-10,服装,直接访问,181,565,71.5,0.4188,24,6,0.0331,54,8664.44,69,1,128.94,160.45,125.57
2025-07-10,服装,直播,306,773,58.5,0.5162,44,10,0.0327,54,8664.44,69,1,128.94,160.45,125.57
2025-07-10,服装,自然搜索,571,1366,116.5,0.5492,97,17,0.0298,54,8664.44,69,1,128.94,160.45,125.57
2025-07-10,电子,付费推广,348,870,87.4,0.3546,58,7,0.0201,31,10352.53,46,1,274.54,333.95,225.06
2025-07-10,电子,推荐,298,678,69.6,0.4427,51,5,0.0168,31,10352.53,46,1,274.54,333.95,225.06
2025-07-10,电子,直接访问,158,538,73.4,0.4161,22,3,0.019,31,10352.53,46,1,274.54,333.95,225.06
2025-07-10,电子,直播,210,526,69.0,0.5369,33,4,0.019,31,10352.53,46,1,274.54,333.95,225.06
2025-07-10,电子,自然搜索,457,1500,51.5,0.3842,79,11,0.0241,31,10352.53,46,1,274.54,333.95,225.06
2025-07-10,美妆,付费推广,763,1711,64.5,0.5425,106,32,0.0419,116,16519.69,176,9,1115.26,142.41,93.86
2025-07-10,美妆,推荐,607,1770,58.1,0.3178,75,23,0.0379,116,16519.69,176,9,1115.26,142.41,93.86
2025-07-10,美妆,直接访问,344,973,79.3,0.5322,50,13,0.0378,116,16519.69,176,9,1115.26,142.41,93.86
2025-07-10,美妆,直播,444,1430,52.6,0.5295,64,17,0.0383,116,16519.69,176,9,1115.26,142.41,93.86
2025-07-10,美妆,自然搜索,1069,3471,105.2,0.3879,160,41,0.0384,116,16519.69,176,9,1115.26,142.41,93.86
2025-07-10,食品,付费推广,651,1771,57.0,0.3881,92,36,0.0553,113,6831.11,163,8,482.08,60.45,41.91
2025-07-10,食品,推荐,478,1160,119.9,0.393,93,23,0.0481,113,6831.11,163,8,482.08,60.45,41.91
2025-07-10,食品,直接访问,251,832,94.1,0.4988,50,13,0.0518,113,6831.11,163,8,482.08,60.45,41.91
2025-07-10,食品,直播,384,853,75.1,0.4451,71,17,0.0443,113,6831.11,163,8,482.08,60.45,41.91
2025-07-10,食品,自然搜索,845,2210,93.0,0.4559,127,42,0.0497,113,6831.11,163,8,482.08,60.45,41.91
2025-07-11,服装,付费推广,530,1533,104.4,0.3929,67,18,0.034,67,10607.19,101,2,301.5,158.32,105.02
2025-07-11,服装,推荐,383,1305,101.9,0.4504,57,10,0.0261,67,10607.19,101,2,301.5,158.32,105.02
2025-07-11,服装,直接访问,216,584,119.3,0.3535,34,7,0.0324,67,10607.19,101,2,301.5,158.32,105.02
2025-07-11,服装,直播,285,761,58.3,0.531,48,8,0.0281,67,10607.19,101,2,301.5,158.32,105.02
2025-07-11,服装,自然搜索,663,1919,91.7,0.3786,121,21,0.0317,67,10607.19,101,2,301.5,158.32,105.02
2025-07-11,电子,付费推广,347,963,73.0,0.3188,44,9,0.0259,35,11201.15,50,2,592.93,320.03,224.02
2025-07-11,电子,推荐,261,602,118.4,0.3278,44,4,0.0153,35,11201.15,50,2,592.93,320.03,224.02
2025-07-11,电子,直接访问,127,357,104.0,0.5246,25,2,0.0157,35,11201.15,50,2,592.93,320.03,224.02
2025-07-11,电子,直播,185,454,104.9,0.4214,29,4,0.0216,35,11201.15,50,2,592.93,320.03,224.02
2025-07-11,电子,自然搜索,383,1149,119.4,0.5458,61,9,0.0235,35,11201.15,50,2,592.93,320.03,224.02
2025-07-11,美妆,付费推广,683,1515,84.1,0.3345,105,26,0.0381,125,17498.69,193,3,405.34,139.99,90.67
2025-07-11,美妆,推荐,591,1418,66.2,0.386,96,27,0.0457,125,17498.69,193,3,405.34,139.99,90.67
2025-07-11,美妆,直接访问,308,1022,88.7,0.3906,55,10,0.0325,125,17498.69,193,3,405.34,139.99,90.67
2025-07-11,美妆,直播,468,1392,51.0,0.3194,67,17,0.0363,125,17498.69,193,3,405.34,139.99,90.67
2025-07-11,美妆,自然搜索,989,3037,83.2,0.4621,132,43,0.0435,125,17498.69,193,3,405.34,139.99,90.67
2025-07-11,食品,付费推广,660,1867,88.5,0.4034,126,30,0.0455,126,7125.25,159,8,437.21,56.55,44.81
2025-07-11,食品,推荐,510,1515,106.4,0.3404,79,20,0.0392,126,7125.25,159,8,437.21,56.55,44.81
2025-07-11,食品,直接访问,248,764,105.5,0.3326,36,12,0.0484,126,7125.25,159,8,437.21,56.55,44.81
2025-07-11,食品,直播,355,1110,93.0,0.4276,62,16,0.0451,126,7125.25,159,8,437.21,56.55,44.81
2025-07-11,食品,自然搜索,704,2453,97.7,0.3095,121,32,0.0455,126,7125.25,159,8,437.21,56.55,44.81
2025-07-12,服装,付费推广,491,1309,76.3,0.417,65,15,0.0305,63,10380.12,100,2,296.5,164.76,103.8
2025-07-12,服装,推荐,424,1427,105.9,0.3091,69,12,0.0283,63,10380.12,100,2,296.5,164.76,103.8
2025-07-12,服装,直接访问,224,625,70.5,0.3436,33,6,0.0268,63,10380.12,100,2,296.5,164.76,103.8
2025-07-12,服装,直播,302,734,103.4,0.4203,58,10,0.0331,63,10380.12,100,2,296.5,164.76,103.8
2025-07-12,服装,自然搜索,628,2003,93.9,0.5338,102,22,0.035,63,10380.12,100,2,296.5,164.76,103.8
2025-07-12,电子,付费推广,402,1366,84.2,0.3466,66,9,0.0224,35,10385.58,46,2,576.86,296.73,225.77
2025-07-12,电子,推荐,308,688,96.0,0.5093,38,6,0.0195,35,10385.58,46,2,576.86,296.73,225.77
2025-07-12,电子,直接访问,154,513,72.8,0.3377,21,3,0.0195,35,10385.58,46,2,576.86,296.73,225.77
