日期,品类,流量来源,访客数,浏览量,平均停留时长(秒),跳失率,加购人数,支付买家数,支付转化率,支付订单数,支付金额,支付件数,退款订单数,退款金额,客单价,件单价
2025-07-06,美妆,推荐,813,1942,96.5,0.3953,131,21,0.0258,144,20015.5,227,5,684.78,139.0,88.17
2025-07-06,美妆,直接访问,443,1168,87.9,0.3059,63,11,0.0248,144,20015.5,227,5,684.78,139.0,88.17
2025-07-06,美妆,直播,661,1998,53.1,0.3741,122,18,0.0272,144,20015.5,227,5,684.78,139.0,88.17
2025-07-06,美妆,自然搜索,1158,3501,71.3,0.4927,161,31,0.0268,144,20015.5,227,5,684.78,139.0,88.17
2025-07-06,食品,付费推广,1391,4543,88.4,0.4346,223,50,0.0359,214,11109.46,340,11,494.38,51.91,32.67
2025-07-06,食品,推荐,1185,2758,85.4,0.487,222,49,0.0414,214,11109.46,340,11,494.38,51.91,32.67
2025-07-06,食品,直接访问,505,1276,61.5,0.3878,90,17,0.0337,214,11109.46,340,11,494.38,51.91,32.67
2025-07-06,食品,直播,827,2839,111.3,0.5004,158,33,0.0399,214,11109.46,340,11,494.38,51.91,32.67
2025-07-06,食品,自然搜索,1778,5579,109.2,0.4831,225,68,0.0382,214,11109.46,340,11,494.38,51.91,32.67
2025-07-07,服装,付费推广,850,2666,75.6,0.534,140,18,0.0212,103,18433.44,128,6,921.02,178.97,144.01
2025-07-07,服装,推荐,669,2095,100.2,0.47,85,20,0.0299,103,18433.44,128,6,921.02,178.97,144.01
2025-07-07,服装,直接访问,372,838,76.1,0.3372,45,11,0.0296,103,18433.44,128,6,921.02,178.97,144.01
2025-07-07,服装,直播,476,1463,106.3,0.346,91,15,0.0315,103,18433.44,128,6,921.02,178.97,144.01
2025-07-07,服装,自然搜索,997,2465,56.2,0.3145,167,22,0.0221,103,18433.44,128,6,921.02,178.97,144.01
2025-07-07,电子,付费推广,2140,5839,85.3,0.4615,357,57,0.0266,290,127718.06,437,11,4189.19,440.41,292.26
2025-07-07,电子,推荐,1698,4972,86.5,0.5333,319,43,0.0253,290,127718.06,437,11,4189.19,440.41,292.26
2025-07-07,电子,直接访问,984,3051,79.9,0.3494,118,26,0.0264,290,127718.06,437,11,4189.19,440.41,292.26
2025-07-07,电子,直播,1522,3458,110.4,0.4203,252,46,0.0302,290,127718.06,437,11,4189.19,440.41,292.26
2025-07-07,电子,自然搜索,2955,9800,70.6,0.4776,589,75,0.0254,290,127718.06,437,11,4189.19,440.41,292.26
2025-07-07,美妆,付费推广,952,2615,119.7,0.3998,155,28,0.0294,109,16129.62,135,5,735.37,147.98,119.48
2025-07-07,美妆,推荐,821,2626,86.2,0.3037,115,23,0.028,109,16129.62,135,5,735.37,147.98,119.48
2025-07-07,美妆,直接访问,388,1112,114.8,0.4613,64,11,0.0284,109,16129.62,135,5,735.37,147.98,119.48
2025-07-07,美妆,直播,625,1671,98.7,0.5345,94,21,0.0336,109,16129.62,135,5,735.37,147.98,119.48
2025-07-07,美妆,自然搜索,1285,4474,103.6,0.3847,172,33,0.0257,109,16129.62,135,5,735.37,147.98,119.48
2025-07-07,食品,付费推广,1355,4282,67.6,0.4943,252,51,0.0376,222,11638.75,281,14,723.61,52.43,41.42
2025-07-07,食品,推荐,994,3009,84.6,0.4979,135,45,0.0453,222,11638.75,281,14,723.61,52.43,41.42
2025-07-07,食品,直接访问,510,1477,96.3,0.4023,92,23,0.0451,222,11638.75,281,14,723.61,52.43,41.42
2025-07-07,食品,直播,839,2605,82.2,0.3911,140,35,0.0417,222,11638.75,281,14,723.61,52.43,41.42
2025-07-07,食品,自然搜索,1625,3997,97.3,0.44,212,67,0.0412,222,11638.75,281,14,723.61,52.43,41.42
2025-07-08,服装,付费推广,1018,2890,63.7,0.5432,135,26,0.0255,102,20023.59,128,5,904.34,196.31,156.43
2025-07-08,服装,推荐,862,2776,107.8,0.4744,168,22,0.0255,102,20023.59,128,5,904.34,196.31,156.43
2025-07-08,服装,直接访问,373,1023,63.1,0.4121,61,9,0.0241,102,20023.59,128,5,904.34,196.31,156.43
2025-07-08,服装,直播,568,1448,92.7,0.3385,94,14,0.0246,102,20023.59,128,5,904.34,196.31,156.43
2025-07-08,服装,自然搜索,1232,2792,85.4,0.4619,221,36,0.0292,102,20023.59,128,5,904.34,196.31,156.43
2025-07-08,电子,付费推广,2343,7647,75.6,0.5261,394,73,0.0312,288,121428.92,446,22,8469.07,421.63,272.26
2025-07-08,电子,推荐,1926,6275,67.8,0.5155,340,57,0.0296,288,121428.92,446,22,8469.07,421.63,272.26
2025-07-08,电子,直接访问,1036,2540,118.3,0.5171,135,30,0.029,288,121428.92,446,22,8469.07,421.63,272.26
2025-07-08,电子,直播,1441,4040,84.5,0.3446,287,33,0.0229,288,121428.92,446,22,8469.07,421.63,272.26
2025-07-08,电子,自然搜索,3100,10397,110.7,0.3005,609,79,0.0255,288,121428.92,446,22,8469.07,421.63,272.26
2025-07-08,美妆,付费推广,1138,2886,113.6,0.3774,158,35,0.0308,127,19163.92,179,5,655.75,150.9,107.06
2025-07-08,美妆,推荐,833,2350,88.7,0.3633,112,26,0.0312,127,19163.92,179,5,655.75,150.9,107.06
2025-07-08,美妆,直接访问,452,1011,67.0,0.4035,61,12,0.0265,127,19163.92,179,5,655.75,150.9,107.06
2025-07-08,美妆,直播,680,1744,53.7,0.4773,133,20,0.0294,127,19163.92,179,5,655.75,150.9,107.06
2025-07-08,美妆,自然搜索,1129,3724,107.4,0.332,217,36,0.0319,127,19163.92,179,5,655.75,150.9,107.06
2025-07-08,食品,付费推广,1225,3947,110.1,0.3316,181,48,0.0392,195,10595.1,307,7,348.86,54.33,34.51
2025-07-08,食品,推荐,1048,3569,98.2,0.3267,174,36,0.0344,195,10595.1,307,7,348.86,54.33,34.51
2025-07-08,食品,直接访问,559,1546,105.0,0.3942,70,30,0.0537,195,10595.1,307,7,348.86,54.33,34.51
2025-07-08,食品,直播,798,1902,113.4,0.4087,140,28,0.0351,195,10595.1,307,7,348.86,54.33,34.51
2025-07-08,食品,自然搜索,1693,5291,56.2,0.4735,281,59,0.0348,195,10595.1,307,7,348.86,54.33,34.51
2025-07-09,服装,付费推广,750,1753,100.2,0.4487,106,26,0.0347,104,19213.41,150,5,840.96,184.74,128.09
2025-07-09,服装,推荐,645,1902,80.3,0.348,117,15,0.0233,104,19213.41,150,5,840.96,184.74,128.09
2025-07-09,服装,直接访问,354,869,51.4,0.4556,43,9,0.0254,104,19213.41,150,5,840.96,184.74,128.09
2025-07-09,服装,直播,474,1058,65.0,0.5086,85,13,0.0274,104,19213.41,150,5,840.96,184.74,128.09
2025-07-09,服装,自然搜索,886,2699,112.3,0.5148,120,26,0.0293,104,19213.41,150,5,840.96,184.74,128.09
2025-07-09,电子,付费推广,2064,6404,55.6,0.5139,382,57,0.0276,231,102156.3,352,10,3767.33,442.24,290.22
2025-07-09,电子,推荐,1504,3731,91.2,0.4975,242,40,0.0266,231,102156.3,352,10,3767.33,442.24,290.22
2025-07-09,电子,直接访问,849,2539,83.2,0.4036,129,21,0.0247,231,102156.3,352,10,3767.33,442.24,290.22
2025-07-09,电子,直播,1134,3724,92.9,0.3382,168,31,0.0273,231,102156.3,352,10,3767.33,442.24,290.22
2025-07-09,电子,自然搜索,2684,7211,77.1,0.4501,339,75,0.0279,231,102156.3,352,10,3767.33,442.24,290.22
2025-07-09,美妆,付费推广,1095,2592,114.7,0.513,133,33,0.0301,125,17613.65,191,6,789.33,140.91,92.22
2025-07-09,美妆,推荐,804,2778,83.3,0.5137,138,26,0.0323,125,17613.65,191,6,789.33,140.91,92.22
2025-07-09,美妆,直接访问,399,1328,59.0,0.5138,57,12,0.0301,125,17613.65,191,6,789.33,140.91,92.22
2025-07-09,美妆,直播,605,1511,75.4,0.3639,78,21,0.0347,125,17613.65,191,6,789.33,140.91,92.22
2025-07-09,美妆,自然搜索,1253,3085,84.6,0.3138,193,38,0.0303,125,17613.65,191,6,789.33,140.91,92.22
2025-07-09,食品,付费推广,1328,3406,107.0,0.4515,173,65,0.0489,203,10259.16,244,6,255.19,50.54,42.05
2025-07-09,食品,推荐,1098,2470,54.6,0.4555,164,46,0.0419,203,10259.16,244,6,255.19,50.54,42.05
2025-07-09,食品,直接访问,510,1308,71.3,0.4124,98,24,0.0471,203,10259.16,244,6,255.19,50.54,42.05
2025-07-09,食品,直播,820,2165,85.5,0.3215,105,36,0.0439,203,10259.16,244,6,255.19,50.54,42.05
2025-07-09,食品,自然搜索,1637,3715,76.2,0.4565,262,70,0.0428,203,10259.16,244,6,255.19,50.54,42.05
2025-07-10,服装,付费推广,942,2580,78.0,0.5465,114,27,0.0287,89,17903.32,141,6,1080.04,201.16,126.97
2025-07-10,服装,推荐,661,1523,52.2,0.3333,114,15,0.0227,89,17903.32,141,6,1080.04,201.16,126.97
2025-07-10,服装,直接访问,362,896,54.1,0.3539,68,11,0.0304,89,17903.32,141,6,1080.04,201.16,126.97
2025-07-10,服装,直播,481,1323,113.4,0.5173,69,11,0.0229,89,17903.32,141,6,1080.04,201.16,126.97
2025-07-10,服装,自然搜索,1057,2633,83.9,0.5079,164,32,0.0303,89,17903.32,141,6,1080.04,201.16,126.97
2025-07-10,电子,付费推广,2175,5961,103.1,0.4326,326,63,0.029,249,105231.6,355,18,6137.33,422.62,296.43
2025-07-10,电子,推荐,1841,4290,118.6,0.4161,313,44,0.0239,249,105231.6,355,18,6137.33,422.62,296.43
2025-07-10,电子,直接访问,1006,2877,115.1,0.5225,160,27,0.0268,249,105231.6,355,18,6137.33,422.62,296.43
2025-07-10,电子,直播,1477,3748,87.1,0.5078,288,40,0.0271,249,105231.6,355,18,6137.33,422.62,296.43
2025-07-10,电子,自然搜索,2841,7722,79.2,0.3182,368,69,0.0243,249,105231.6,355,18,6137.33,422.62,296.43
2025-07-10,美妆,付费推广,1161,3146,57.7,0.5305,151,39,0.0336,115,16985.49,162,8,1118.32,147.7,104.85
2025-07-10,美妆,推荐,843,2122,74.5,0.5304,167,23,0.0273,115,16985.49,162,8,1118.32,147.7,104.85
2025-07-10,美妆,直接访问,470,1181,80.3,0.5294,86,16,0.034,115,16985.49,162,8,1118.32,147.7,104.85
2025-07-10,美妆,直播,682,2023,80.0,0.4896,123,21,0.0308,115,16985.49,162,8,1118.32,147.7,104.85
2025-07-10,美妆,自然搜索,1263,4341,60.1,0.3443,247,36,0.0285,115,16985.49,162,8,1118.32,147.7,104.85
2025-07-10,食品,付费推广,1426,4413,107.2,0.5475,176,58,0.0407,208,11166.69,320,8,385.63,53.69,34.9
2025-07-10,食品,推荐,1182,2990,88.2,0.3368,172,53,0.0448,208,11166.69,320,8,385.63,53.69,34.9
2025-07-10,食品,直接访问,553,1850,108.8,0.4476,84,25,0.0452,208,11166.69,320,8,385.63,53.69,34.9
2025-07-10,食品,直播,822,1820,95.7,0.453,109,28,0.0341,208,11166.69,320,8,385.63,53.69,34.9
2025-07-10,食品,自然搜索,1665,4156,79.8,0.4889,226,67,0.0402,208,11166.69,320,8,385.63,53.69,34.9
2025-07-11,服装,付费推广,970,2698,59.9,0.3009,137,26,0.0268,108,21744.62,133,5,880.39,201.34,163.49
2025-07-11,服装,推荐,677,2171,95.8,0.32,98,19,0.0281,108,21744.62,133,5,880.39,201.34,163.49
2025-07-11,服装,直接访问,343,1099,115.0,0.4072,55,9,0.0262,108,21744.62,133,5,880.39,201.34,163.49
2025-07-11,服装,直播,546,1277,91.2,0.3689,82,16,0.0293,108,21744.62,133,5,880.39,201.34,163.49
2025-07-11,服装,自然搜索,998,2611,93.6,0.3395,150,25,0.0251,108,21744.62,133,5,880.39,201.34,163.49
2025-07-11,电子,付费推广,2319,7592,100.5,0.5483,380,56,0.0241,266,113676.67,413,20,8311.44,427.36,275.25
2025-07-11,电子,推荐,1771,6092,109.3,0.3774,349,53,0.0299,266,113676.67,413,20,8311.44,427.36,275.25
2025-07-11,电子,直接访问,803,2338,111.4,0.325,125,22,0.0274,266,113676.67,413,20,8311.44,427.36,275.25
2025-07-11,电子,直播,1187,2687,108.3,0.5116,208,30,0.0253,266,113676.67,413,20,8311.44,427.36,275.25
2025-07-11,电子,自然搜索,2556,5925,66.8,0.5149,333,70,0.0274,266,113676.67,413,20,8311.44,427.36,275.25
2025-07-11,美妆,付费推广,934,3094,50.0,0.4796,124,23,0.0246,126,17626.77,186,4,538.97,139.9,94.77
2025-07-11,美妆,推荐,753,1711,70.7,0.3168,110,22,0.0292,126,17626.77,186,4,538.97,139.9,94.77
2025-07-11,美妆,直接访问,392,1214,54.6,0.5437,50,10,0.0255,126,17626.77,186,4,538.97,139.9,94.77
2025-07-11,美妆,直播,503,1266,89.2,0.3995,72,15,0.0298,126,17626.77,186,4,538.97,139.9,94.77
2025-07-11,美妆,自然搜索,1118,3659,106.2,0.4067,217,30,0.0268,126,17626.77,186,4,538.97,139.9,94.77
2025-07-11,食品,付费推广,1074,3656,114.0,0.5473,207,39,0.0363,218,11096.71,313,12,499.84,50.9,35.45
2025-07-11,食品,推荐,901,2097,98.3,0.4414,125,37,0.0411,218,11096.71,313,12,499.84,50.9,35.45
2025-07-11,食品,直接访问,435,1048,63.0,0.4981,65,17,0.0391,218,11096.71,313,12,499.84,50.9,35.45
2025-07-11,食品,直播,767,2682,109.0,0.5058,107,33,0.043,218,11096.71,313,12,499.84,50.9,35.45
2025-07-11,食品,自然搜索,1486,4730,83.5,0.4075,271,73,0.0491,218,11096.71,313,12,499.84,50.9,35.45
2025-07-12,服装,付费推广,930,3238,109.0,0.462,115,30,0.0323,111,21580.6,161,5,830.99,194.42,134.04
2025-07-12,服装,推荐,766,1873,71.9,0.3374,95,22,0.0287,111,21580.6,161,5,830.99,194.42,134.04
2025-07-12,服装,直接访问,380,1162,67.9,0.3223,67,9,0.0237,111,21580.6,161,5,830.99,194.42,134.04
2025-07-12,服装,直播,550,1221,50.9,0.3003,92,13,0.0236,111,21580.6,161,5,830.99,194.42,134.04
