日期,品类,流量来源,访客数,浏览量,平均停留时长(秒),跳失率,加购人数,支付买家数,支付转化率,支付订单数,支付金额,支付件数,退款订单数,退款金额,客单价,件单价
2025-07-04,电子,直接访问,411,1270,63.6,0.504,63,9,0.0219,131,44133.67,189,8,2180.57,336.9,233.51
2025-07-04,电子,直播,624,2137,62.7,0.478,114,16,0.0256,131,44133.67,189,8,2180.57,336.9,233.51
2025-07-04,电子,自然搜索,1254,3905,76.2,0.5377,215,32,0.0255,131,44133.67,189,8,2180.57,336.9,233.51
2025-07-04,美妆,付费推广,1848,6067,75.9,0.4215,308,74,0.04,296,37337.6,444,9,934.57,126.14,84.09
2025-07-04,美妆,推荐,1471,5054,87.3,0.5263,291,67,0.0455,296,37337.6,444,9,934.57,126.14,84.09
2025-07-04,美妆,直接访问,653,1598,90.9,0.5041,101,21,0.0322,296,37337.6,444,9,934.57,126.14,84.09
2025-07-04,美妆,直播,1029,2453,57.4,0.4708,141,33,0.0321,296,37337.6,444,9,934.57,126.14,84.09
2025-07-04,美妆,自然搜索,2116,6224,79.0,0.4832,327,78,0.0369,296,37337.6,444,9,934.57,126.14,84.09
2025-07-04,食品,付费推广,1529,4682,67.0,0.3429,272,57,0.0373,294,13537.45,364,16,659.15,46.05,37.19
2025-07-04,食品,推荐,1069,2352,92.6,0.5427,194,46,0.043,294,13537.45,364,16,659.15,46.05,37.19
2025-07-04,食品,直接访问,544,1678,77.7,0.541,68,25,0.046,294,13537.45,364,16,659.15,46.05,37.19
2025-07-04,食品,直播,843,2172,58.3,0.4637,143,35,0.0415,294,13537.45,364,16,659.15,46.05,37.19
2025-07-04,食品,自然搜索,1674,5298,85.0,0.3763,304,78,0.0466,294,13537.45,364,16,659.15,46.05,37.19
2025-07-05,服装,付费推广,2469,6468,102.1,0.4258,395,72,0.0292,240,43137.54,299,14,2388.55,179.74,144.27
2025-07-05,服装,推荐,1826,6127,111.8,0.4239,320,58,0.0318,240,43137.54,299,14,2388.55,179.74,144.27
2025-07-05,服装,直接访问,892,2836,77.2,0.5164,122,31,0.0348,240,43137.54,299,14,2388.55,179.74,144.27
2025-07-05,服装,直播,1270,3988,70.3,0.466,234,37,0.0291,240,43137.54,299,14,2388.55,179.74,144.27
2025-07-05,服装,自然搜索,3038,9011,90.1,0.532,479,101,0.0332,240,43137.54,299,14,2388.55,179.74,144.27
2025-07-05,电子,付费推广,1846,4387,72.8,0.3359,230,39,0.0211,124,45444.18,154,6,1764.12,366.49,295.09
2025-07-05,电子,推荐,1268,3788,56.1,0.3557,184,34,0.0268,124,45444.18,154,6,1764.12,366.49,295.09
2025-07-05,电子,直接访问,635,1750,68.5,0.303,109,13,0.0205,124,45444.18,154,6,1764.12,366.49,295.09
2025-07-05,电子,直播,1059,3064,50.6,0.502,139,26,0.0246,124,45444.18,154,6,1764.12,366.49,295.09
2025-07-05,电子,自然搜索,2057,6416,67.7,0.5027,276,50,0.0243,124,45444.18,154,6,1764.12,366.49,295.09
2025-07-05,美妆,付费推广,2747,6595,67.5,0.4601,480,81,0.0295,326,41983.15,483,11,1157.32,128.78,86.92
2025-07-05,美妆,推荐,1940,6664,92.3,0.3693,235,82,0.0423,326,41983.15,483,11,1157.32,128.78,86.92
2025-07-05,美妆,直接访问,1099,2822,97.2,0.3554,192,41,0.0373,326,41983.15,483,11,1157.32,128.78,86.92
2025-07-05,美妆,直播,1653,4535,119.5,0.3265,318,55,0.0333,326,41983.15,483,11,1157.32,128.78,86.92
2025-07-05,美妆,自然搜索,2981,8575,79.3,0.4785,514,141,0.0473,326,41983.15,483,11,1157.32,128.78,86.92
2025-07-05,食品,付费推广,1799,5892,87.5,0.4123,254,67,0.0372,317,14060.7,505,21,815.27,44.36,27.84
2025-07-05,食品,推荐,1385,3457,87.6,0.3509,215,50,0.0361,317,14060.7,505,21,815.27,44.36,27.84
2025-07-05,食品,直接访问,656,2194,78.8,0.3089,101,33,0.0503,317,14060.7,505,21,815.27,44.36,27.84
2025-07-05,食品,直播,1044,2420,65.0,0.3492,185,44,0.0421,317,14060.7,505,21,815.27,44.36,27.84
2025-07-05,食品,自然搜索,2025,6584,82.0,0.4516,372,86,0.0425,317,14060.7,505,21,815.27,44.36,27.84
2025-07-06,服装,付费推广,1974,5026,101.6,0.419,297,68,0.0344,235,39712.21,314,13,2101.79,168.99,126.47
2025-07-06,服装,推荐,1418,3304,98.7,0.4747,208,54,0.0381,235,39712.21,314,13,2101.79,168.99,126.47
2025-07-06,服装,直接访问,816,2317,84.2,0.4126,157,26,0.0319,235,39712.21,314,13,2101.79,168.99,126.47
2025-07-06,服装,直播,1088,3706,101.4,0.3918,170,34,0.0312,235,39712.21,314,13,2101.79,168.99,126.47
2025-07-06,服装,自然搜索,2548,8409,56.5,0.4473,331,65,0.0255,235,39712.21,314,13,2101.79,168.99,126.47
2025-07-06,电子,付费推广,1423,4478,101.7,0.54,181,37,0.026,132,47150.87,159,6,1967.44,357.2,296.55
2025-07-06,电子,推荐,1085,3702,105.4,0.4458,189,27,0.0249,132,47150.87,159,6,1967.44,357.2,296.55
2025-07-06,电子,直接访问,590,2020,78.2,0.3059,73,13,0.022,132,47150.87,159,6,1967.44,357.2,296.55
2025-07-06,电子,直播,847,2491,81.0,0.4498,165,22,0.026,132,47150.87,159,6,1967.44,357.2,296.55
2025-07-06,电子,自然搜索,1613,4403,97.3,0.4755,208,40,0.0248,132,47150.87,159,6,1967.44,357.2,296.55
2025-07-06,美妆,付费推广,2387,6470,99.7,0.5376,401,89,0.0373,361,46368.35,556,20,2343.3,128.44,83.4
2025-07-06,美妆,推荐,1788,5469,78.3,0.3496,302,66,0.0369,361,46368.35,556,20,2343.3,128.44,83.4
2025-07-06,美妆,直接访问,966,2767,78.8,0.3888,172,29,0.03,361,46368.35,556,20,2343.3,128.44,83.4
2025-07-06,美妆,直播,1259,3990,68.8,0.4942,203,50,0.0397,361,46368.35,556,20,2343.3,128.44,83.4
2025-07-06,美妆,自然搜索,2887,9587,82.7,0.4644,551,110,0.0381,361,46368.35,556,20,2343.3,128.44,83.4
2025-07-06,食品,付费推广,1412,3337,78.1,0.5272,243,64,0.0453,297,13754.55,359,20,855.9,46.31,38.31
2025-07-06,食品,推荐,1295,3138,109.9,0.308,183,52,0.0402,297,13754.55,359,20,855.9,46.31,38.31
2025-07-06,食品,直接访问,553,1413,66.2,0.4995,75,22,0.0398,297,13754.55,359,20,855.9,46.31,38.31
2025-07-06,食品,直播,932,2982,117.2,0.5051,139,44,0.0472,297,13754.55,359,20,855.9,46.31,38.31
2025-07-06,食品,自然搜索,1831,5321,59.4,0.424,292,68,0.0371,297,13754.55,359,20,855.9,46.31,38.31
2025-07-07,服装,付费推广,1913,4231,105.5,0.3767,334,54,0.0282,229,40708.73,290,17,2466.13,177.77,140.37
2025-07-07,服装,推荐,1569,3903,63.8,0.4439,312,45,0.0287,229,40708.73,290,17,2466.13,177.77,140.37
2025-07-07,服装,直接访问,808,1931,116.3,0.5211,159,23,0.0285,229,40708.73,290,17,2466.13,177.77,140.37
2025-07-07,服装,直播,1013,3456,57.5,0.423,149,35,0.0346,229,40708.73,290,17,2466.13,177.77,140.37
2025-07-07,服装,自然搜索,2344,6999,51.3,0.3779,409,73,0.0311,229,40708.73,290,17,2466.13,177.77,140.37
2025-07-07,电子,付费推广,1242,3628,65.9,0.4202,174,32,0.0258,130,45673.85,161,4,1193.41,351.34,283.69
2025-07-07,电子,推荐,1079,3022,117.6,0.5053,141,29,0.0269,130,45673.85,161,4,1193.41,351.34,283.69
2025-07-07,电子,直接访问,482,1177,59.7,0.487,62,13,0.027,130,45673.85,161,4,1193.41,351.34,283.69
2025-07-07,电子,直播,768,1904,61.9,0.4796,108,18,0.0234,130,45673.85,161,4,1193.41,351.34,283.69
2025-07-07,电子,自然搜索,1629,4316,50.2,0.4127,217,36,0.0221,130,45673.85,161,4,1193.41,351.34,283.69
2025-07-07,美妆,付费推广,2090,6040,61.3,0.3623,298,68,0.0325,300,38396.2,430,20,2268.79,127.99,89.29
2025-07-07,美妆,推荐,1627,5307,52.7,0.3764,229,51,0.0313,300,38396.2,430,20,2268.79,127.99,89.29
2025-07-07,美妆,直接访问,830,1877,99.4,0.4957,114,32,0.0386,300,38396.2,430,20,2268.79,127.99,89.29
2025-07-07,美妆,直播,1121,3223,116.1,0.3489,184,44,0.0393,300,38396.2,430,20,2268.79,127.99,89.29
2025-07-07,美妆,自然搜索,2374,6215,76.3,0.4681,309,86,0.0362,300,38396.2,430,20,2268.79,127.99,89.29
2025-07-07,食品,付费推广,1482,4237,71.9,0.505,180,67,0.0452,277,12215.05,403,16,614.7,44.1,30.31
2025-07-07,食品,推荐,1385,4788,79.9,0.438,259,49,0.0354,277,12215.05,403,16,614.7,44.1,30.31
2025-07-07,食品,直接访问,614,1944,106.6,0.4952,99,24,0.0391,277,12215.05,403,16,614.7,44.1,30.31
2025-07-07,食品,直播,984,2741,70.9,0.3958,140,35,0.0356,277,12215.05,403,16,614.7,44.1,30.31
2025-07-07,食品,自然搜索,1903,4582,90.6,0.537,288,82,0.0431,277,12215.05,403,16,614.7,44.1,30.31
2025-07-08,服装,付费推广,2016,4667,108.1,0.3901,342,64,0.0317,225,39310.8,283,9,1485.08,174.71,138.91
2025-07-08,服装,推荐,1356,3173,60.1,0.4306,229,39,0.0288,225,39310.8,283,9,1485.08,174.71,138.91
2025-07-08,服装,直接访问,663,1731,83.9,0.5446,115,20,0.0302,225,39310.8,283,9,1485.08,174.71,138.91
2025-07-08,服装,直播,1088,2972,114.8,0.5072,163,37,0.034,225,39310.8,283,9,1485.08,174.71,138.91
2025-07-08,服装,自然搜索,2162,5628,76.9,0.4081,337,65,0.0301,225,39310.8,283,9,1485.08,174.71,138.91
2025-07-08,电子,付费推广,1274,4227,104.1,0.3832,212,36,0.0283,127,43813.04,196,5,1663.26,344.98,223.54
2025-07-08,电子,推荐,1016,2587,91.2,0.4253,122,27,0.0266,127,43813.04,196,5,1663.26,344.98,223.54
2025-07-08,电子,直接访问,566,1307,97.6,0.4673,98,13,0.023,127,43813.04,196,5,1663.26,344.98,223.54
2025-07-08,电子,直播,843,2155,65.0,0.4189,137,20,0.0237,127,43813.04,196,5,1663.26,344.98,223.54
2025-07-08,电子,自然搜索,1648,5318,68.3,0.4281,223,39,0.0237,127,43813.04,196,5,1663.26,344.98,223.54
2025-07-08,美妆,付费推广,2257,6427,85.9,0.3606,296,96,0.0425,283,37466.94,429,17,2040.66,132.39,87.34
2025-07-08,美妆,推荐,1949,6008,94.8,0.4237,292,56,0.0287,283,37466.94,429,17,2040.66,132.39,87.34
2025-07-08,美妆,直接访问,997,3327,59.5,0.4576,133,35,0.0351,283,37466.94,429,17,2040.66,132.39,87.34
2025-07-08,美妆,直播,1309,2990,79.9,0.4567,236,35,0.0267,283,37466.94,429,17,2040.66,132.39,87.34
2025-07-08,美妆,自然搜索,2781,7534,58.8,0.4046,537,116,0.0417,283,37466.94,429,17,2040.66,132.39,87.34
2025-07-08,食品,付费推广,1566,3795,64.4,0.4971,207,62,0.0396,277,12557.82,366,11,473.15,45.34,34.31
2025-07-08,食品,推荐,1152,3388,72.1,0.4355,195,52,0.0451,277,12557.82,366,11,473.15,45.34,34.31
2025-07-08,食品,直接访问,572,1763,117.6,0.3651,101,26,0.0455,277,12557.82,366,11,473.15,45.34,34.31
2025-07-08,食品,直播,873,1952,118.3,0.3828,148,34,0.0389,277,12557.82,366,11,473.15,45.34,34.31
2025-07-08,食品,自然搜索,2032,6365,64.1,0.3585,367,94,0.0463,277,12557.82,366,11,473.15,45.34,34.31
2025-07-09,服装,付费推广,1493,3711,107.4,0.3327,219,53,0.0355,225,40341.63,328,9,1323.03,179.3,122.99
2025-07-09,服装,推荐,1197,3179,104.3,0.449,179,37,0.0309,225,40341.63,328,9,1323.03,179.3,122.99
2025-07-09,服装,直接访问,670,2133,108.3,0.4764,86,20,0.0299,225,40341.63,328,9,1323.03,179.3,122.99
2025-07-09,服装,直播,913,2413,74.4,0.4909,139,27,0.0296,225,40341.63,328,9,1323.03,179.3,122.99
2025-07-09,服装,自然搜索,2133,6085,99.5,0.4806,412,72,0.0338,225,40341.63,328,9,1323.03,179.3,122.99
2025-07-09,电子,付费推广,1108,3368,99.7,0.312,163,29,0.0262,128,43761.54,154,5,1446.55,341.89,284.17
2025-07-09,电子,推荐,969,2577,98.9,0.4084,152,30,0.031,128,43761.54,154,5,1446.55,341.89,284.17
2025-07-09,电子,直接访问,447,1107,71.1,0.4872,53,10,0.0224,128,43761.54,154,5,1446.55,341.89,284.17
2025-07-09,电子,直播,701,2184,105.7,0.4577,96,16,0.0228,128,43761.54,154,5,1446.55,341.89,284.17
2025-07-09,电子,自然搜索,1290,3553,89.0,0.4628,217,35,0.0271,128,43761.54,154,5,1446.55,341.89,284.17
2025-07-09,美妆,付费推广,1962,4490,83.5,0.4818,387,75,0.0382,269,33150.47,339,10,1198.29,123.24,97.79
2025-07-09,美妆,推荐,1380,4093,58.1,0.4388,238,55,0.0399,269,33150.47,339,10,1198.29,123.24,97.79
2025-07-09,美妆,直接访问,719,2460,118.1,0.3094,130,33,0.0459,269,33150.47,339,10,1198.29,123.24,97.79
2025-07-09,美妆,直播,1097,2676,61.6,0.5455,170,42,0.0383,269,33150.47,339,10,1198.29,123.24,97.79
2025-07-09,美妆,自然搜索,2161,6035,105.9,0.3608,271,95,0.044,269,33150.47,339,10,1198.29,123.24,97.79
2025-07-09,食品,付费推广,1482,4596,62.4,0.4585,231,55,0.0371,269,12296.66,392,13,478.43,45.71,31.37
2025-07-09,食品,推荐,1036,3324,61.6,0.4943,140,39,0.0376,269,12296.66,392,13,478.43,45.71,31.37
2025-07-09,食品,直接访问,520,1500,90.6,0.5193,81,23,0.0442,269,12296.66,392,13,478.43,45.71,31.37
2025-07-09,食品,直播,802,2653,92.7,0.3911,144,31,0.0387,269,12296.66,392,13,478.43,45.71,31.37
2025-07-09,食品,自然搜索,1489,3744,66.2,0.4273,259,62,0.0416,269,12296.66,392,13,478.43,45.71,31.37
2025-07-10,服装,付费推广,1480,5078,53.3,0.5363,205,54,0.0365,223,41311.15,320,10,1515.95,185.25,129.1
2025-07-10,服装,推荐,1301,3099,89.6,0.3782,173,43,0.0331,223,41311.15,320,10,1515.95,185.25,129.1
2025-07-10,服装,直接访问,570,1890,77.9,0.3425,86,19,0.0333,223,41311.15,320,10,1515.95,185.25,129.1
2025-07-10,服装,直播,880,2442,108.6,0.3069,113,33,0.0375,223,41311.15,320,10,1515.95,185.25,129.1
2025-07-10,服装,自然搜索,1994,6836,92.1,0.4137,363,68,0.0341,223,41311.15,320,10,1515.95,185.25,129.1
2025-07-10,电子,付费推广,1207,4035,91.1,0.3795,213,27,0.0224,120,44231.21,164,5,1776.29,368.59,269.7
2025-07-10,电子,推荐,992,3039,88.4,0.329,134,23,0.0232,120,44231.21,164,5,1776.29,368.59,269.7
2025-07-10,电子,直接访问,484,1096,60.0,0.4771,95,10,0.0207,120,44231.21,164,5,1776.29,368.59,269.7
2025-07-10,电子,直播,812,2557,50.8,0.4145,100,16,0.0197,120,44231.21,164,5,1776.29,368.59,269.7
2025-07-10,电子,自然搜索,1709,5451,67.2,0.5414,240,36,0.0211,120,44231.21,164,5,1776.29,368.59,269.7
2025-07-10,美妆,付费推广,2007,4586,78.9,0.4059,387,87,0.0433,276,38117.9,434,18,2095.63,138.11,87.83
2025-07-10,美妆,推荐,1661,3892,87.0,0.5191,267,55,0.0331,276,38117.9,434,18,2095.63,138.11,87.83
2025-07-10,美妆,直接访问,806,2065,111.2,0.3428,111,32,0.0397,276,38117.9,434,18,2095.63,138.11,87.83
2025-07-10,美妆,直播,1268,4343,80.8,0.499,179,45,0.0355,276,38117.9,434,18,2095.63,138.11,87.83
2025-07-10,美妆,自然搜索,2602,6565,96.8,0.4074,402,100,0.0384,276,38117.9,434,18,2095.63,138.11,87.83
2025-07-10,食品,付费推广,1465,4590,76.4,0.5239,178,68,0.0464,253,11426.67,364,11,474.05,45.16,31.39
2025-07-10,食品,推荐,1212,4076,68.5,0.3375,235,48,0.0396,253,11426.67,364,11,474.05,45.16,31.39
2025-07-10,食品,直接访问,532,1560,59.7,0.375,68,25,0.047,253,11426.67,364,11,474.05,45.16,31.39
2025-07-10,食品,直播,830,2120,92.9,0.4096,119,36,0.0434,253,11426.67,364,11,474.05,45.16,31.39
2025-07-10,食品,自然搜索,1835,5168,75.3,0.5131,271,80,0.0436,253,11426.67,364,11,474.05,45.16,31.39
2025-07-11,服装,付费推广,1920,6675,70.2,0.5223,379,57,0.0297,248,43805.85,303,19,3278.09,176.64,144.57
2025-07-11,服装,推荐,1443,4660,106.6,0.5346,174,47,0.0326,248,43805.85,303,19,3278.09,176.64,144.57
2025-07-11,服装,直接访问,785,1859,51.5,0.4572,99,25,0.0318,248,43805.85,303,19,3278.09,176.64,144.57
2025-07-11,服装,直播,1199,3818,58.4,0.433,197,42,0.035,248,43805.85,303,19,3278.09,176.64,144.57
2025-07-11,服装,自然搜索,2047,4962,91.6,0.5217,247,68,0.0332,248,43805.85,303,19,3278.09,176.64,144.57
2025-07-11,电子,付费推广,1183,2851,65.5,0.4892,195,29,0.0245,142,52117.07,183,5,1549.01,367.02,284.79
2025-07-11,电子,推荐,1072,2763,53.0,0.4135,142,28,0.0261,142,52117.07,183,5,1549.01,367.02,284.79
2025-07-11,电子,直接访问,534,1710,87.3,0.325,103,13,0.0243,142,52117.07,183,5,1549.01,367.02,284.79
2025-07-11,电子,直播,727,2470,80.5,0.4975,125,15,0.0206,142,52117.07,183,5,1549.01,367.02,284.79
2025-07-11,电子,自然搜索,1377,3083,117.6,0.5352,176,32,0.0232,142,52117.07,183,5,1549.01,367.02,284.79
2025-07-11,美妆,付费推广,1990,6926,53.0,0.361,239,72,0.0362,292,36022.17,375,22,2598.03,123.36,96.06
2025-07-11,美妆,推荐,1622,4639,85.6,0.4736,312,64,0.0395,292,36022.17,375,22,2598.03,123.36,96.06
2025-07-11,美妆,直接访问,763,2239,80.2,0.4585,106,30,0.0393,292,36022.17,375,22,2598.03,123.36,96.06
2025-07-11,美妆,直播,1146,3315,101.6,0.3539,216,45,0.0393,292,36022.17,375,22,2598.03,123.36,96.06
2025-07-11,美妆,自然搜索,2555,7992,72.6,0.4095,366,111,0.0434,292,36022.17,375,22,2598.03,123.36,96.06
2025-07-11,食品,付费推广,1482,3830,96.7,0.5177,264,78,0.0526,288,12639.01,454,15,607.39,43.89,27.84
2025-07-11,食品,推荐,1031,3597,65.8,0.4192,195,45,0.0436,288,12639.01,454,15,607.39,43.89,27.84
2025-07-11,食品,直接访问,530,1438,75.5,0.3934,71,20,0.0377,288,12639.01,454,15,607.39,43.89,27.84
2025-07-11,食品,直播,922,2722,94.9,0.5046,142,43,0.0466,288,12639.01,454,15,607.39,43.89,27.84
2025-07-11,食品,自然搜索,1884,4894,88.2,0.5145,245,78,0.0414,288,12639.01,454,15,607.39,43.89,27.84
2025-07-12,服装,付费推广,1915,4724,68.3,0.4707,376,59,0.0308,240,43688.87,290,7,1101.88,182.04,150.65
2025-07-12,服装,推荐,1576,3787,87.0,0.4028,282,42,0.0266,240,43688.87,290,7,1101.88,182.04,150.65
