日期,品类,流量来源,访客数,浏览量,平均停留时长(秒),跳失率,加购人数,支付买家数,支付转化率,支付订单数,支付金额,支付件数,退款订单数,退款金额,客单价,件单价
2025-07-03,服装,直播,1387,3140,67.1,0.4701,166,39,0.0281,231,27441.57,348,9,988.51,118.79,78.86
2025-07-03,服装,自然搜索,2796,6955,106.2,0.311,395,67,0.024,231,27441.57,348,9,988.51,118.79,78.86
2025-07-03,电子,付费推广,1406,4086,53.1,0.3135,241,22,0.0156,105,29715.14,127,3,818.88,283.0,233.98
2025-07-03,电子,推荐,1052,2853,85.2,0.5004,138,17,0.0162,105,29715.14,127,3,818.88,283.0,233.98
2025-07-03,电子,直接访问,552,1566,99.4,0.4226,103,8,0.0145,105,29715.14,127,3,818.88,283.0,233.98
2025-07-03,电子,直播,830,2419,57.3,0.5057,158,17,0.0205,105,29715.14,127,3,818.88,283.0,233.98
2025-07-03,电子,自然搜索,1511,4972,115.8,0.523,185,23,0.0152,105,29715.14,127,3,818.88,283.0,233.98
2025-07-03,美妆,付费推广,2715,6172,86.1,0.3634,375,58,0.0214,304,27061.93,450,21,1828.28,89.02,60.14
2025-07-03,美妆,推荐,2259,7106,73.5,0.4402,441,55,0.0243,304,27061.93,450,21,1828.28,89.02,60.14
2025-07-03,美妆,直接访问,1056,2598,64.4,0.5191,161,22,0.0208,304,27061.93,450,21,1828.28,89.02,60.14
2025-07-03,美妆,直播,1876,6336,74.8,0.3953,310,37,0.0197,304,27061.93,450,21,1828.28,89.02,60.14
2025-07-03,美妆,自然搜索,3178,9963,68.0,0.3052,598,67,0.0211,304,27061.93,450,21,1828.28,89.02,60.14
2025-07-03,食品,付费推广,2435,5569,108.3,0.4235,411,96,0.0394,354,11832.16,506,11,328.37,33.42,23.38
2025-07-03,食品,推荐,1891,5378,59.5,0.3492,261,54,0.0286,354,11832.16,506,11,328.37,33.42,23.38
2025-07-03,食品,直接访问,898,2206,93.9,0.3791,108,26,0.029,354,11832.16,506,11,328.37,33.42,23.38
2025-07-03,食品,直播,1366,3029,98.9,0.4976,197,47,0.0344,354,11832.16,506,11,328.37,33.42,23.38
2025-07-03,食品,自然搜索,3021,9363,110.8,0.4421,455,92,0.0305,354,11832.16,506,11,328.37,33.42,23.38
2025-07-04,服装,付费推广,2270,6222,110.1,0.3294,375,59,0.026,256,30739.36,398,12,1155.85,120.08,77.23
2025-07-04,服装,推荐,1918,4572,73.1,0.5405,376,41,0.0214,256,30739.36,398,12,1155.85,120.08,77.23
2025-07-04,服装,直接访问,951,2426,119.7,0.3632,175,27,0.0284,256,30739.36,398,12,1155.85,120.08,77.23
2025-07-04,服装,直播,1396,4293,98.6,0.4104,180,31,0.0222,256,30739.36,398,12,1155.85,120.08,77.23
2025-07-04,服装,自然搜索,2390,7248,68.9,0.3517,365,50,0.0209,256,30739.36,398,12,1155.85,120.08,77.23
2025-07-04,电子,付费推广,1517,4028,104.3,0.4427,187,24,0.0158,114,32972.19,171,4,1134.37,289.23,192.82
2025-07-04,电子,推荐,999,2367,71.6,0.3326,198,16,0.016,114,32972.19,171,4,1134.37,289.23,192.82
2025-07-04,电子,直接访问,520,1541,110.4,0.5404,65,9,0.0173,114,32972.19,171,4,1134.37,289.23,192.82
2025-07-04,电子,直播,873,2090,67.8,0.357,144,15,0.0172,114,32972.19,171,4,1134.37,289.23,192.82
2025-07-04,电子,自然搜索,1496,3760,76.6,0.4121,240,26,0.0174,114,32972.19,171,4,1134.37,289.23,192.82
2025-07-04,美妆,付费推广,3365,10951,108.1,0.3123,577,73,0.0217,293,26569.56,372,19,1656.38,90.68,71.42
2025-07-04,美妆,推荐,2578,5844,66.3,0.4133,336,58,0.0225,293,26569.56,372,19,1656.38,90.68,71.42
2025-07-04,美妆,直接访问,1285,4102,105.3,0.4546,200,27,0.021,293,26569.56,372,19,1656.38,90.68,71.42
2025-07-04,美妆,直播,2057,5991,72.2,0.3705,279,42,0.0204,293,26569.56,372,19,1656.38,90.68,71.42
2025-07-04,美妆,自然搜索,4091,11949,82.7,0.542,549,88,0.0215,293,26569.56,372,19,1656.38,90.68,71.42
2025-07-04,食品,付费推广,2266,6232,109.7,0.3645,392,69,0.0305,373,13100.95,563,17,588.83,35.12,23.27
2025-07-04,食品,推荐,1824,4225,81.5,0.5146,304,68,0.0373,373,13100.95,563,17,588.83,35.12,23.27
2025-07-04,食品,直接访问,974,2774,90.8,0.4346,189,37,0.038,373,13100.95,563,17,588.83,35.12,23.27
2025-07-04,食品,直播,1337,4636,91.7,0.3225,196,47,0.0352,373,13100.95,563,17,588.83,35.12,23.27
2025-07-04,食品,自然搜索,2810,8303,62.0,0.3567,424,86,0.0306,373,13100.95,563,17,588.83,35.12,23.27
2025-07-05,服装,付费推广,2496,6953,91.4,0.4841,431,62,0.0248,249,29627.02,397,9,983.93,118.98,74.63
2025-07-05,服装,推荐,1821,5023,95.1,0.3832,323,36,0.0198,249,29627.02,397,9,983.93,118.98,74.63
2025-07-05,服装,直接访问,1045,3180,88.7,0.3028,178,27,0.0258,249,29627.02,397,9,983.93,118.98,74.63
2025-07-05,服装,直播,1513,3459,91.8,0.3687,195,36,0.0238,249,29627.02,397,9,983.93,118.98,74.63
2025-07-05,服装,自然搜索,3070,10152,109.7,0.3661,518,67,0.0218,249,29627.02,397,9,983.93,118.98,74.63
2025-07-05,电子,付费推广,1645,5714,96.7,0.4524,219,25,0.0152,124,36258.09,195,9,2129.11,292.4,185.94
2025-07-05,电子,推荐,1413,3825,115.2,0.3614,257,27,0.0191,124,36258.09,195,9,2129.11,292.4,185.94
2025-07-05,电子,直接访问,722,1846,50.4,0.4412,134,12,0.0166,124,36258.09,195,9,2129.11,292.4,185.94
2025-07-05,电子,直播,1098,2541,77.2,0.3783,210,18,0.0164,124,36258.09,195,9,2129.11,292.4,185.94
2025-07-05,电子,自然搜索,2275,5470,91.6,0.341,381,39,0.0171,124,36258.09,195,9,2129.11,292.4,185.94
2025-07-05,美妆,付费推广,3740,11221,74.5,0.5293,643,95,0.0254,308,25923.42,489,24,1898.06,84.17,53.01
2025-07-05,美妆,推荐,2565,6753,81.0,0.3085,427,49,0.0191,308,25923.42,489,24,1898.06,84.17,53.01
2025-07-05,美妆,直接访问,1345,4376,100.7,0.4745,235,27,0.0201,308,25923.42,489,24,1898.06,84.17,53.01
2025-07-05,美妆,直播,1940,5961,114.7,0.3281,233,34,0.0175,308,25923.42,489,24,1898.06,84.17,53.01
2025-07-05,美妆,自然搜索,3822,11261,85.4,0.5043,648,80,0.0209,308,25923.42,489,24,1898.06,84.17,53.01
2025-07-05,食品,付费推广,2651,6942,75.6,0.5281,518,85,0.0321,351,12418.59,517,13,451.75,35.38,24.02
2025-07-05,食品,推荐,2344,6844,55.9,0.4207,321,85,0.0363,351,12418.59,517,13,451.75,35.38,24.02
2025-07-05,食品,直接访问,1146,3756,90.0,0.4318,178,41,0.0358,351,12418.59,517,13,451.75,35.38,24.02
2025-07-05,食品,直播,1810,5759,93.9,0.4595,305,64,0.0354,351,12418.59,517,13,451.75,35.38,24.02
2025-07-05,食品,自然搜索,3272,10736,84.6,0.3024,649,111,0.0339,351,12418.59,517,13,451.75,35.38,24.02
2025-07-06,服装,付费推广,2618,7882,53.0,0.3871,419,63,0.0241,259,31786.3,332,12,1320.89,122.73,95.74
2025-07-06,服装,推荐,2116,5245,115.0,0.3945,348,62,0.0293,259,31786.3,332,12,1320.89,122.73,95.74
2025-07-06,服装,直接访问,962,2227,70.2,0.3401,162,24,0.0249,259,31786.3,332,12,1320.89,122.73,95.74
2025-07-06,服装,直播,1361,4139,84.7,0.4069,213,31,0.0228,259,31786.3,332,12,1320.89,122.73,95.74
2025-07-06,服装,自然搜索,2680,6287,93.0,0.5011,384,71,0.0265,259,31786.3,332,12,1320.89,122.73,95.74
2025-07-06,电子,付费推广,1537,4277,110.2,0.3641,207,24,0.0156,116,32688.5,181,3,723.13,281.8,180.6
2025-07-06,电子,推荐,1153,3639,114.8,0.5273,226,23,0.0199,116,32688.5,181,3,723.13,281.8,180.6
2025-07-06,电子,直接访问,639,1704,98.3,0.521,100,11,0.0172,116,32688.5,181,3,723.13,281.8,180.6
2025-07-06,电子,直播,934,3112,73.9,0.4709,161,17,0.0182,116,32688.5,181,3,723.13,281.8,180.6
2025-07-06,电子,自然搜索,1905,4301,100.1,0.3808,376,29,0.0152,116,32688.5,181,3,723.13,281.8,180.6
2025-07-06,美妆,付费推广,3143,9276,113.9,0.3665,597,73,0.0232,280,25296.83,340,10,773.11,90.35,74.4
2025-07-06,美妆,推荐,2738,7369,98.1,0.3735,333,54,0.0197,280,25296.83,340,10,773.11,90.35,74.4
2025-07-06,美妆,直接访问,1325,3433,78.5,0.3581,176,20,0.0151,280,25296.83,340,10,773.11,90.35,74.4
2025-07-06,美妆,直播,1949,5679,119.9,0.3589,381,33,0.0169,280,25296.83,340,10,773.11,90.35,74.4
2025-07-06,美妆,自然搜索,4082,11153,70.9,0.303,776,88,0.0216,280,25296.83,340,10,773.11,90.35,74.4
2025-07-06,食品,付费推广,2534,5808,86.2,0.5311,411,75,0.0296,388,13158.24,522,21,668.07,33.91,25.21
2025-07-06,食品,推荐,1953,6439,63.2,0.4753,362,76,0.0389,388,13158.24,522,21,668.07,33.91,25.21
2025-07-06,食品,直接访问,977,2527,100.8,0.3575,140,33,0.0338,388,13158.24,522,21,668.07,33.91,25.21
2025-07-06,食品,直播,1545,4569,116.4,0.4943,235,57,0.0369,388,13158.24,522,21,668.07,33.91,25.21
2025-07-06,食品,自然搜索,3066,7372,102.8,0.3276,532,109,0.0356,388,13158.24,522,21,668.07,33.91,25.21
2025-07-07,服装,付费推广,2230,4999,112.0,0.4823,403,62,0.0278,237,28516.27,290,15,1651.23,120.32,98.33
2025-07-07,服装,推荐,1576,3673,113.7,0.3021,192,36,0.0228,237,28516.27,290,15,1651.23,120.32,98.33
2025-07-07,服装,直接访问,870,2086,112.5,0.4635,167,20,0.023,237,28516.27,290,15,1651.23,120.32,98.33
2025-07-07,服装,直播,1353,3561,51.0,0.3017,216,36,0.0266,237,28516.27,290,15,1651.23,120.32,98.33
2025-07-07,服装,自然搜索,2430,6397,92.5,0.4192,325,57,0.0235,237,28516.27,290,15,1651.23,120.32,98.33
2025-07-07,电子,付费推广,1759,4008,108.1,0.5377,279,27,0.0153,102,27675.24,156,7,1566.64,271.33,177.41
2025-07-07,电子,推荐,1384,4049,107.1,0.4126,169,21,0.0152,102,27675.24,156,7,1566.64,271.33,177.41
2025-07-07,电子,直接访问,622,1749,58.7,0.5144,115,10,0.0161,102,27675.24,156,7,1566.64,271.33,177.41
2025-07-07,电子,直播,993,2641,71.8,0.5275,167,17,0.0171,102,27675.24,156,7,1566.64,271.33,177.41
2025-07-07,电子,自然搜索,1783,5660,54.7,0.544,233,33,0.0185,102,27675.24,156,7,1566.64,271.33,177.41
2025-07-07,美妆,付费推广,2985,10091,115.7,0.3306,466,67,0.0224,260,23325.87,367,8,622.49,89.71,63.56
2025-07-07,美妆,推荐,2525,7570,120.0,0.5088,392,50,0.0198,260,23325.87,367,8,622.49,89.71,63.56
2025-07-07,美妆,直接访问,1334,4362,65.9,0.3008,171,29,0.0217,260,23325.87,367,8,622.49,89.71,63.56
2025-07-07,美妆,直播,1748,3912,69.4,0.5175,270,35,0.02,260,23325.87,367,8,622.49,89.71,63.56
2025-07-07,美妆,自然搜索,3629,11970,61.8,0.3076,435,80,0.022,260,23325.87,367,8,622.49,89.71,63.56
2025-07-07,食品,付费推广,2180,4830,73.2,0.3674,305,66,0.0303,355,12708.38,533,21,672.31,35.8,23.84
2025-07-07,食品,推荐,1820,4397,96.7,0.3585,328,71,0.039,355,12708.38,533,21,672.31,35.8,23.84
2025-07-07,食品,直接访问,974,2865,88.5,0.4229,154,31,0.0318,355,12708.38,533,21,672.31,35.8,23.84
2025-07-07,食品,直播,1439,3989,97.1,0.3968,231,55,0.0382,355,12708.38,533,21,672.31,35.8,23.84
2025-07-07,食品,自然搜索,2857,8800,102.4,0.5346,542,96,0.0336,355,12708.38,533,21,672.31,35.8,23.84
2025-07-08,服装,付费推广,2445,5604,53.8,0.4492,479,66,0.027,225,28351.91,310,8,842.02,126.01,91.46
2025-07-08,服装,推荐,1772,5309,78.7,0.5383,340,48,0.0271,225,28351.91,310,8,842.02,126.01,91.46
2025-07-08,服装,直接访问,1032,2668,80.5,0.4005,136,27,0.0262,225,28351.91,310,8,842.02,126.01,91.46
2025-07-08,服装,直播,1422,3739,89.4,0.4198,180,38,0.0267,225,28351.91,310,8,842.02,126.01,91.46
2025-07-08,服装,自然搜索,2990,9973,78.9,0.4911,462,88,0.0294,225,28351.91,310,8,842.02,126.01,91.46
2025-07-08,电子,付费推广,1365,3941,52.6,0.3066,167,20,0.0147,104,27674.32,163,4,925.38,266.1,169.78
2025-07-08,电子,推荐,1173,3667,72.9,0.4106,192,19,0.0162,104,27674.32,163,4,925.38,266.1,169.78
2025-07-08,电子,直接访问,602,1711,88.1,0.4849,102,10,0.0166,104,27674.32,163,4,925.38,266.1,169.78
2025-07-08,电子,直播,919,2401,80.2,0.4132,168,17,0.0185,104,27674.32,163,4,925.38,266.1,169.78
2025-07-08,电子,自然搜索,1666,3684,59.6,0.453,231,33,0.0198,104,27674.32,163,4,925.38,266.1,169.78
2025-07-08,美妆,付费推广,3094,7421,113.6,0.3908,488,69,0.0223,290,25414.17,455,15,1081.39,87.64,55.86
2025-07-08,美妆,推荐,2439,8070,83.3,0.5484,424,49,0.0201,290,25414.17,455,15,1081.39,87.64,55.86
2025-07-08,美妆,直接访问,1212,4167,113.2,0.5036,226,30,0.0248,290,25414.17,455,15,1081.39,87.64,55.86
2025-07-08,美妆,直播,1665,4746,74.1,0.4734,260,34,0.0204,290,25414.17,455,15,1081.39,87.64,55.86
2025-07-08,美妆,自然搜索,3674,12096,108.7,0.3259,535,88,0.024,290,25414.17,455,15,1081.39,87.64,55.86
2025-07-08,食品,付费推广,2647,8959,75.2,0.4996,407,88,0.0332,357,12905.16,485,11,344.77,36.15,26.61
2025-07-08,食品,推荐,2017,5579,74.9,0.3629,320,69,0.0342,357,12905.16,485,11,344.77,36.15,26.61
2025-07-08,食品,直接访问,1004,3213,53.5,0.5122,140,34,0.0339,357,12905.16,485,11,344.77,36.15,26.61
2025-07-08,食品,直播,1457,4289,106.4,0.3331,274,45,0.0309,357,12905.16,485,11,344.77,36.15,26.61
2025-07-08,食品,自然搜索,2826,6291,85.4,0.4313,457,96,0.034,357,12905.16,485,11,344.77,36.15,26.61
2025-07-09,服装,付费推广,2035,4538,119.2,0.3866,374,52,0.0256,211,25396.58,254,15,1486.87,120.36,99.99
2025-07-09,服装,推荐,1601,5314,68.7,0.5279,260,40,0.025,211,25396.58,254,15,1486.87,120.36,99.99
2025-07-09,服装,直接访问,849,1918,87.2,0.4021,122,16,0.0188,211,25396.58,254,15,1486.87,120.36,99.99
2025-07-09,服装,直播,1334,4559,100.2,0.4887,177,30,0.0225,211,25396.58,254,15,1486.87,120.36,99.99
2025-07-09,服装,自然搜索,2548,7967,77.0,0.4016,313,66,0.0259,211,25396.58,254,15,1486.87,120.36,99.99
2025-07-09,电子,付费推广,1419,4368,116.7,0.4757,215,26,0.0183,120,34277.64,150,8,2278.05,285.65,228.52
2025-07-09,电子,推荐,1052,2956,116.2,0.4521,193,21,0.02,120,34277.64,150,8,2278.05,285.65,228.52
2025-07-09,电子,直接访问,538,1829,90.2,0.4739,97,9,0.0167,120,34277.64,150,8,2278.05,285.65,228.52
2025-07-09,电子,直播,771,2605,82.2,0.4416,122,14,0.0182,120,34277.64,150,8,2278.05,285.65,228.52
2025-07-09,电子,自然搜索,1851,5615,97.3,0.3892,351,32,0.0173,120,34277.64,150,8,2278.05,285.65,228.52
2025-07-09,美妆,付费推广,2546,8909,55.7,0.5187,351,58,0.0228,241,21098.36,362,8,681.94,87.55,58.28
2025-07-09,美妆,推荐,2076,5980,61.6,0.3374,397,35,0.0169,241,21098.36,362,8,681.94,87.55,58.28
2025-07-09,美妆,直接访问,1094,3341,77.4,0.5366,148,23,0.021,241,21098.36,362,8,681.94,87.55,58.28
2025-07-09,美妆,直播,1733,4721,89.0,0.5132,305,35,0.0202,241,21098.36,362,8,681.94,87.55,58.28
2025-07-09,美妆,自然搜索,3118,8235,54.1,0.5323,543,76,0.0244,241,21098.36,362,8,681.94,87.55,58.28
2025-07-09,食品,付费推广,2527,7834,71.0,0.3535,375,97,0.0384,368,12868.04,504,11,328.38,34.97,25.53
2025-07-09,食品,推荐,2039,6736,114.9,0.4747,303,79,0.0387,368,12868.04,504,11,328.38,34.97,25.53
2025-07-09,食品,直接访问,948,2780,59.7,0.4478,154,32,0.0338,368,12868.04,504,11,328.38,34.97,25.53
2025-07-09,食品,直播,1357,3061,97.5,0.4651,257,48,0.0354,368,12868.04,504,11,328.38,34.97,25.53
2025-07-09,食品,自然搜索,3134,8720,101.6,0.4145,611,96,0.0306,368,12868.04,504,11,328.38,34.97,25.53
2025-07-10,服装,付费推广,2295,7786,67.6,0.5236,295,63,0.0275,220,27104.59,266,16,1585.38,123.2,101.9
2025-07-10,服装,推荐,1885,5810,70.6,0.5182,276,51,0.0271,220,27104.59,266,16,1585.38,123.2,101.9
2025-07-10,服装,直接访问,944,2708,65.1,0.4641,123,23,0.0244,220,27104.59,266,16,1585.38,123.2,101.9
2025-07-10,服装,直播,1395,4228,79.0,0.3111,241,36,0.0258,220,27104.59,266,16,1585.38,123.2,101.9
2025-07-10,服装,自然搜索,2645,6118,104.7,0.3379,378,72,0.0272,220,27104.59,266,16,1585.38,123.2,101.9
2025-07-10,电子,付费推广,1649,4719,62.6,0.481,323,29,0.0176,103,28459.54,156,4,1022.53,276.31,182.43
2025-07-10,电子,推荐,1426,3363,110.9,0.408,200,24,0.0168,103,28459.54,156,4,1022.53,276.31,182.43
2025-07-10,电子,直接访问,711,1807,84.7,0.3251,85,14,0.0197,103,28459.54,156,4,1022.53,276.31,182.43
2025-07-10,电子,直播,1068,3292,89.5,0.5152,180,20,0.0187,103,28459.54,156,4,1022.53,276.31,182.43
2025-07-10,电子,自然搜索,2144,5055,83.7,0.4127,396,41,0.0191,103,28459.54,156,4,1022.53,276.31,182.43
2025-07-10,美妆,付费推广,2896,8470,74.0,0.4002,440,56,0.0193,255,22715.26,390,8,655.09,89.08,58.24
2025-07-10,美妆,推荐,2505,7289,69.0,0.5498,380,51,0.0204,255,22715.26,390,8,655.09,89.08,58.24
2025-07-10,美妆,直接访问,1139,3815,73.9,0.4359,198,25,0.0219,255,22715.26,390,8,655.09,89.08,58.24
2025-07-10,美妆,直播,1869,5284,70.6,0.4039,364,42,0.0225,255,22715.26,390,8,655.09,89.08,58.24
2025-07-10,美妆,自然搜索,3632,11418,108.0,0.4509,527,84,0.0231,255,22715.26,390,8,655.09,89.08,58.24
2025-07-10,食品,付费推广,2646,7980,109.8,0.4715,467,83,0.0314,331,11477.55,489,15,491.5,34.68,23.47
2025-07-10,食品,推荐,1862,6125,55.9,0.5253,368,77,0.0414,331,11477.55,489,15,491.5,34.68,23.47
2025-07-10,食品,直接访问,934,2531,113.4,0.4266,175,34,0.0364,331,11477.55,489,15,491.5,34.68,23.47
2025-07-10,食品,直播,1368,3394,89.9,0.4891,171,46,0.0336,331,11477.55,489,15,491.5,34.68,23.47
2025-07-10,食品,自然搜索,2930,6606,109.8,0.3954,491,92,0.0314,331,11477.55,489,15,491.5,34.68,23.47
2025-07-11,服装,付费推广,2279,7963,105.2,0.49,419,56,0.0246,247,30275.78,365,15,1698.37,122.57,82.95
2025-07-11,服装,推荐,1859,4740,69.2,0.3284,263,57,0.0307,247,30275.78,365,15,1698.37,122.57,82.95
2025-07-11,服装,直接访问,790,2095,92.6,0.3256,143,18,0.0228,247,30275.78,365,15,1698.37,122.57,82.95
2025-07-11,服装,直播,1246,3476,118.2,0.3819,208,28,0.0225,247,30275.78,365,15,1698.37,122.57,82.95
2025-07-11,服装,自然搜索,2533,6184,100.6,0.3669,326,69,0.0272,247,30275.78,365,15,1698.37,122.57,82.95
2025-07-11,电子,付费推广,1503,4528,89.6,0.453,255,26,0.0173,106,30091.85,161,6,1652.41,283.89,186.91
2025-07-11,电子,推荐,1211,2957,96.2,0.4017,217,22,0.0182,106,30091.85,161,6,1652.41,283.89,186.91
2025-07-11,电子,直接访问,563,1955,71.1,0.5119,103,9,0.016,106,30091.85,161,6,1652.41,283.89,186.91
2025-07-11,电子,直播,896,2289,59.6,0.5123,125,15,0.0167,106,30091.85,161,6,1652.41,283.89,186.91
2025-07-11,电子,自然搜索,1908,4667,51.7,0.4911,312,36,0.0189,106,30091.85,161,6,1652.41,283.89,186.91
2025-07-11,美妆,付费推广,2782,8378,118.2,0.4099,524,69,0.0248,297,25679.12,366,12,971.81,86.46,70.16
2025-07-11,美妆,推荐,2363,6238,88.0,0.3596,449,53,0.0224,297,25679.12,366,12,971.81,86.46,70.16
2025-07-11,美妆,直接访问,1264,3696,93.6,0.3894,172,32,0.0253,297,25679.12,366,12,971.81,86.46,70.16
2025-07-11,美妆,直播,1616,5128,81.4,0.3773,266,28,0.0173,297,25679.12,366,12,971.81,86.46,70.16
2025-07-11,美妆,自然搜索,3883,13387,112.0,0.5119,568,94,0.0242,297,25679.12,366,12,971.81,86.46,70.16
2025-07-11,食品,付费推广,2292,5870,102.5,0.4275,413,89,0.0388,311,10600.83,475,14,446.48,34.09,22.32
2025-07-11,食品,推荐,2082,6146,73.2,0.5443,321,77,0.037,311,10600.83,475,14,446.48,34.09,22.32
2025-07-11,食品,直接访问,1055,2764,79.1,0.3373,165,37,0.0351,311,10600.83,475,14,446.48,34.09,22.32
2025-07-11,食品,直播,1567,4337,89.5,0.5381,203,47,0.03,311,10600.83,475,14,446.48,34.09,22.32
2025-07-11,食品,自然搜索,3085,7170,118.8,0.5021,467,120,0.0389,311,10600.83,475,14,446.48,34.09,22.32
2025-07-12,服装,付费推广,2337,6390,114.2,0.3987,410,55,0.0235,250,30638.1,348,8,808.88,122.55,88.04
2025-07-12,服装,推荐,2020,4464,92.2,0.4672,285,57,0.0282,250,30638.1,348,8,808.88,122.55,88.04
2025-07-12,服装,直接访问,994,2762,108.5,0.4896,146,25,0.0252,250,30638.1,348,8,808.88,122.55,88.04
